,user_id,grade_id,sex,height,weight,bmi,usa_routes
342,23153.0,59.0,0,175,68,22.20408163265306,5.13a
343,23195.0,57.0,0,179,68,21.22280827689523,5.12d
344,23212.0,51.0,0,170,63,21.79930795847751,5.12a
345,23272.0,49.0,0,180,63,19.444444444444443,5.11d
346,23343.0,59.0,0,152,78,33.76038781163435,5.13a
347,23371.0,70.0,0,182,68,20.528921627822726,5.14b
349,23571.0,55.0,0,177,68,21.705129432793896,5.12c
350,23590.0,55.0,0,170,68,23.529411764705884,5.12c
351,23659.0,55.0,0,181,68,20.756387167668876,5.12c
352,23684.0,46.0,0,180,73,22.530864197530864,5.11b
353,23689.0,46.0,0,176,63,20.33832644628099,5.11b
355,23741.0,46.0,0,111,78,63.30654979303627,5.11b
356,23747.0,62.0,0,255,100,15.378700499807767,5.13b
357,23789.0,51.0,0,182,63,19.01944209636517,5.12a
358,23835.0,66.0,0,182,73,22.03840115928028,5.13d
359,23837.0,53.0,0,180,58,17.901234567901234,5.12b
360,23907.0,53.0,0,172,58,19.60519199567334,5.12b
362,23985.0,55.0,0,228,73,14.04278239458295,5.12c
364,24115.0,62.0,0,182,68,20.528921627822726,5.13b
365,24130.0,53.0,0,180,68,20.98765432098765,5.12b
366,24147.0,64.0,0,177,63,20.109164033323754,5.13c
369,24307.0,49.0,0,165,63,23.140495867768596,5.11d
370,24318.0,68.0,0,185,73,21.32943754565376,5.14a
371,24362.0,33.0,0,165,58,21.30394857667585,5.9
373,24377.0,68.0,0,168,63,22.321428571428577,5.14a
374,24611.0,59.0,0,175,63,20.571428571428573,5.13a
375,24618.0,55.0,0,173,78,26.061679307694877,5.12c
376,24746.0,46.0,0,175,73,23.836734693877553,5.11b
377,24763.0,53.0,0,188,83,23.48347668628339,5.12b
379,24875.0,53.0,0,180,68,20.98765432098765,5.12b
380,24876.0,51.0,0,173,73,24.3910588392529,5.12a
382,24893.0,62.0,0,185,78,22.79035792549306,5.13b
383,24899.0,40.0,0,190,73,20.221606648199447,5.10c
384,24902.0,33.0,0,174,73,24.111507464658473,5.9
385,24910.0,53.0,0,169,63,22.058051188683873,5.12b
387,24954.0,40.0,0,173,68,22.720438370810918,5.10c
389,25240.0,44.0,0,168,58,20.549886621315196,5.11a
390,25264.0,51.0,0,178,68,21.461936624163616,5.12a
391,25343.0,51.0,0,165,63,23.140495867768596,5.12a
392,25344.0,64.0,0,175,73,23.836734693877553,5.13c
393,25373.0,33.0,0,180,78,24.074074074074073,5.9
394,25493.0,42.0,0,185,78,22.79035792549306,5.10d
395,25641.0,59.0,0,163,58,21.829952199932254,5.13a
396,25709.0,51.0,0,183,78,23.291229956104985,5.12a
397,25717.0,49.0,0,178,88,27.77427092538821,5.11d
398,25771.0,53.0,0,178,73,23.04002019946976,5.12b
399,25783.0,59.0,0,186,83,23.991212856977683,5.13a
400,25792.0,59.0,0,188,83,23.48347668628339,5.13a
401,25825.0,64.0,0,185,83,24.251278305332356,5.13c
402,25827.0,62.0,0,184,93,27.469281663516067,5.13b
403,25976.0,51.0,0,186,73,21.10070528384784,5.12a
405,26011.0,53.0,0,175,78,25.46938775510204,5.12b
406,26031.0,59.0,0,182,68,20.528921627822726,5.13a
407,26054.0,44.0,0,182,68,20.528921627822726,5.11a
408,26088.0,44.0,0,180,78,24.074074074074073,5.11a
409,26089.0,44.0,0,180,83,25.61728395061728,5.11a
410,26308.0,53.0,0,178,68,21.461936624163616,5.12b
411,26369.0,53.0,0,183,73,21.798202394816204,5.12b
412,26480.0,38.0,0,178,83,26.19618735008206,5.10b
413,26543.0,44.0,0,193,78,20.940159467368254,5.11a
414,26597.0,55.0,0,183,78,23.291229956104985,5.12c
415,26677.0,70.0,0,168,58,20.549886621315196,5.14b
416,26719.0,62.0,0,173,68,22.720438370810918,5.13b
417,26929.0,44.0,0,177,63,20.109164033323754,5.11a
418,26964.0,33.0,0,180,78,24.074074074074073,5.9
419,26983.0,62.0,0,175,68,22.20408163265306,5.13b
420,27017.0,44.0,0,181,78,23.808797045267237,5.11a
421,27066.0,36.0,0,172,83,28.055705786911847,5.10a
422,27070.0,51.0,0,168,63,22.321428571428577,5.12a
423,27216.0,38.0,0,182,73,22.03840115928028,5.10b
424,27230.0,46.0,0,183,78,23.291229956104985,5.11b
425,27234.0,62.0,0,181,73,22.282592106468055,5.13b
426,27263.0,33.0,0,168,58,20.549886621315196,5.9
427,27283.0,44.0,0,173,68,22.720438370810918,5.11a
428,27387.0,46.0,0,191,78,21.380992845590857,5.11b
429,27504.0,51.0,0,180,78,24.074074074074073,5.12a
430,27512.0,59.0,0,185,73,21.32943754565376,5.13a
431,27532.0,57.0,0,176,73,23.56663223140496,5.12d
432,27534.0,53.0,0,177,68,21.705129432793896,5.12b
433,27584.0,66.0,0,184,63,18.608223062381853,5.13d
434,27592.0,68.0,0,134,40,22.276676319893067,5.14a
436,27615.0,38.0,0,186,73,21.10070528384784,5.10b
437,27820.0,59.0,0,180,68,20.98765432098765,5.13a
438,27832.0,55.0,0,169,68,23.80869017191275,5.12c
439,27867.0,62.0,0,177,58,18.513198633853616,5.13b
440,27884.0,57.0,0,183,93,27.77031263997133,5.12d
441,27894.0,33.0,0,182,78,23.54788069073783,5.9
443,27897.0,72.0,0,160,48,18.749999999999996,5.14c
444,27927.0,51.0,0,170,63,21.79930795847751,5.12a
445,27979.0,51.0,0,167,53,19.003908350962746,5.12a
446,28051.0,59.0,0,165,68,24.977043158861342,5.13a
447,28072.0,62.0,0,68,68,147.05882352941174,5.13b
448,28367.0,36.0,0,170,63,21.79930795847751,5.10a
449,28452.0,53.0,0,180,68,20.98765432098765,5.12b
450,28476.0,62.0,0,182,73,22.03840115928028,5.13b
451,28606.0,51.0,0,192,68,18.446180555555557,5.12a
452,28772.0,44.0,0,175,73,23.836734693877553,5.11a
453,28819.0,49.0,0,180,83,25.61728395061728,5.11d
454,28851.0,59.0,0,162,63,24.005486968449926,5.13a
455,28914.0,64.0,0,185,78,22.79035792549306,5.13c
456,28932.0,51.0,0,175,68,22.20408163265306,5.12a
457,28942.0,46.0,0,180,63,19.444444444444443,5.11b
458,28975.0,44.0,0,183,73,21.798202394816204,5.11a
459,29046.0,59.0,0,175,68,22.20408163265306,5.13a
460,29248.0,49.0,0,175,73,23.836734693877553,5.11d
461,29275.0,72.0,0,180,73,22.530864197530864,5.14c
464,29372.0,33.0,0,175,68,22.20408163265306,5.9
465,29394.0,49.0,0,188,88,24.898143956541425,5.11d
466,29490.0,59.0,0,185,78,22.79035792549306,5.13a
467,29811.0,59.0,0,76,98,169.66759002770084,5.13a
468,29844.0,62.0,0,183,83,24.78425751739377,5.13b
469,29859.0,44.0,0,178,68,21.461936624163616,5.11a
470,29890.0,51.0,0,172,63,21.29529475392104,5.12a
472,29985.0,64.0,0,178,63,19.883853048857468,5.13c
473,29995.0,46.0,0,181,73,22.282592106468055,5.11b
475,30034.0,42.0,0,184,78,23.03875236294896,5.10d
476,30055.0,36.0,0,175,78,25.46938775510204,5.10a
477,30152.0,62.0,0,160,58,22.656249999999996,5.13b
478,30196.0,57.0,0,177,78,24.897060231734173,5.12d
479,30204.0,40.0,0,139,63,32.607007918844786,5.10c
480,30218.0,64.0,0,171,83,28.384802161348794,5.13c
481,30272.0,46.0,0,186,78,22.54595907041276,5.11b
483,30372.0,38.0,0,180,78,24.074074074074073,5.10b
484,30398.0,42.0,0,180,78,24.074074074074073,5.10d
485,30441.0,55.0,0,175,68,22.20408163265306,5.12c
486,30457.0,55.0,0,170,63,21.79930795847751,5.12c
487,30460.0,51.0,0,212,63,14.017443930224276,5.12a
488,30478.0,44.0,0,178,63,19.883853048857468,5.11a
489,30509.0,53.0,0,176,68,21.952479338842977,5.12b
490,30566.0,64.0,0,183,83,24.78425751739377,5.13c
491,30583.0,31.0,0,183,63,18.812147272238644,5.8
492,30653.0,53.0,0,179,83,25.90431010268094,5.12b
493,30679.0,59.0,0,165,58,21.30394857667585,5.13a
494,30693.0,55.0,0,183,68,20.305174833527424,5.12c
495,30728.0,66.0,0,177,58,18.513198633853616,5.13d
496,30758.0,59.0,0,182,73,22.03840115928028,5.13a
497,30803.0,55.0,0,178,68,21.461936624163616,5.12c
498,30860.0,59.0,0,174,63,20.808561236623067,5.13a
499,30869.0,40.0,0,167,58,20.796729893506402,5.10c
500,30873.0,68.0,0,171,63,21.545090797168363,5.14a
501,30960.0,44.0,0,178,73,23.04002019946976,5.11a
502,31072.0,51.0,0,182,83,25.057360222195385,5.12a
503,31077.0,53.0,0,172,63,21.29529475392104,5.12b
504,31145.0,59.0,0,166,63,22.8625344752504,5.13a
505,31148.0,66.0,0,170,63,21.79930795847751,5.13d
506,31149.0,70.0,0,175,63,20.571428571428573,5.14b
507,31157.0,59.0,0,171,63,21.545090797168363,5.13a
508,31433.0,33.0,0,165,68,24.977043158861342,5.9
509,31451.0,62.0,0,179,58,18.101807059704754,5.13b
511,31520.0,53.0,0,194,88,23.381868423849507,5.12b
512,31624.0,29.0,0,175,63,20.571428571428573,5.7
513,31821.0,64.0,0,172,68,22.985397512168742,5.13c
514,31848.0,51.0,0,166,58,21.04804761213529,5.12a
515,31888.0,40.0,0,162,68,25.910684346898332,5.10c
516,31891.0,57.0,0,183,78,23.291229956104985,5.12d
517,31979.0,62.0,0,182,83,25.057360222195385,5.13b
518,31994.0,68.0,0,175,63,20.571428571428573,5.14a
519,32202.0,59.0,0,190,73,20.221606648199447,5.13a
521,32520.0,46.0,0,176,78,25.180785123966942,5.11b
522,32532.0,46.0,0,180,68,20.98765432098765,5.11b
524,32546.0,51.0,0,183,78,23.291229956104985,5.12a
525,32615.0,46.0,0,173,68,22.720438370810918,5.11b
526,32618.0,55.0,0,183,68,20.305174833527424,5.12c
529,32885.0,64.0,0,168,58,20.549886621315196,5.13c
531,32978.0,53.0,0,178,68,21.461936624163616,5.12b
532,33018.0,51.0,0,188,83,23.48347668628339,5.12a
533,33026.0,46.0,0,198,88,22.44668911335578,5.11b
534,33043.0,46.0,0,177,73,23.301094832264035,5.11b
535,33064.0,64.0,0,167,53,19.003908350962746,5.13c
537,33160.0,68.0,0,181,63,19.230182228869694,5.14a
538,33207.0,36.0,0,191,88,24.12214577451276,5.10a
539,33210.0,51.0,0,173,63,21.04981790236894,5.12a
541,33273.0,70.0,0,176,63,20.33832644628099,5.14b
542,33278.0,53.0,0,170,58,20.06920415224914,5.12b
543,33408.0,55.0,0,171,63,21.545090797168363,5.12c
544,33428.0,51.0,0,255,78,11.995386389850058,5.12a
546,33484.0,55.0,0,173,68,22.720438370810918,5.12c
547,33634.0,42.0,0,190,83,22.991689750692522,5.10d
552,34025.0,62.0,0,183,73,21.798202394816204,5.13b
553,34034.0,64.0,0,175,68,22.20408163265306,5.13c
554,34050.0,51.0,0,180,68,20.98765432098765,5.12a
556,34124.0,40.0,0,198,68,17.345168860320378,5.10c
557,34143.0,46.0,0,170,73,25.25951557093426,5.11b
558,34152.0,59.0,0,179,73,22.783308885490467,5.13a
559,34162.0,59.0,0,177,68,21.705129432793896,5.13a
561,34249.0,51.0,0,185,78,22.79035792549306,5.12a
563,34344.0,62.0,0,175,68,22.20408163265306,5.13b
564,34418.0,64.0,0,176,68,21.952479338842977,5.13c
566,34437.0,44.0,0,175,73,23.836734693877553,5.11a
567,34479.0,51.0,0,186,68,19.65545149728292,5.12a
569,34502.0,40.0,0,172,58,19.60519199567334,5.10c
570,34510.0,46.0,0,177,68,21.705129432793896,5.11b
572,34706.0,49.0,0,187,78,22.305470559638533,5.11d
573,34785.0,68.0,0,180,63,19.444444444444443,5.14a
574,34845.0,40.0,0,183,98,29.26334020126011,5.10c
575,34923.0,62.0,0,167,58,20.796729893506402,5.13b
576,34959.0,44.0,0,177,73,23.301094832264035,5.11a
577,34998.0,62.0,0,173,73,24.3910588392529,5.13b
578,35057.0,55.0,0,175,73,23.836734693877553,5.12c
579,35058.0,53.0,0,67,68,151.48139897527287,5.12b
580,35143.0,62.0,0,180,73,22.530864197530864,5.13b
581,35152.0,55.0,0,178,68,21.461936624163616,5.12c
582,35159.0,59.0,0,172,63,21.29529475392104,5.13a
583,35202.0,13.0,0,180,78,24.074074074074073,5.3
584,35237.0,64.0,0,178,68,21.461936624163616,5.13c
585,35314.0,57.0,0,175,68,22.20408163265306,5.12d
587,35406.0,59.0,0,185,78,22.79035792549306,5.13a
588,35424.0,55.0,0,174,63,20.808561236623067,5.12c
589,35452.0,40.0,0,180,83,25.61728395061728,5.10c
590,35514.0,40.0,0,168,73,25.86451247165533,5.10c
591,35520.0,46.0,0,180,63,19.444444444444443,5.11b
592,35526.0,53.0,0,177,78,24.897060231734173,5.12b
593,35531.0,62.0,0,183,78,23.291229956104985,5.13b
594,35537.0,62.0,0,180,58,17.901234567901234,5.13b
596,35685.0,46.0,0,177,68,21.705129432793896,5.11b
597,35695.0,51.0,0,187,88,25.165146272412706,5.12a
599,35728.0,44.0,0,180,68,20.98765432098765,5.11a
600,35823.0,51.0,0,182,73,22.03840115928028,5.12a
601,35869.0,68.0,0,173,63,21.04981790236894,5.14a
602,35910.0,70.0,0,175,68,22.20408163265306,5.14b
603,35921.0,51.0,0,183,73,21.798202394816204,5.12a
604,35997.0,40.0,0,175,78,25.46938775510204,5.10c
605,36096.0,36.0,0,188,78,22.068809416025353,5.10a
606,36297.0,64.0,0,165,73,26.813590449954088,5.13c
607,36314.0,38.0,0,255,93,14.302191464821224,5.10b
608,36527.0,46.0,0,176,68,21.952479338842977,5.11b
609,36549.0,51.0,0,168,63,22.321428571428577,5.12a
610,36600.0,62.0,0,175,68,22.20408163265306,5.13b
611,36617.0,51.0,0,177,68,21.705129432793896,5.12a
612,36729.0,53.0,0,173,68,22.720438370810918,5.12b
613,36918.0,55.0,0,168,63,22.321428571428577,5.12c
614,37043.0,62.0,0,170,73,25.25951557093426,5.13b
615,37058.0,51.0,0,180,73,22.530864197530864,5.12a
616,37108.0,53.0,0,170,53,18.339100346020764,5.12b
617,37179.0,70.0,0,178,68,21.461936624163616,5.14b
618,37189.0,64.0,0,171,63,21.545090797168363,5.13c
619,37214.0,68.0,0,160,48,18.749999999999996,5.14a
620,37259.0,55.0,0,180,68,20.98765432098765,5.12c
621,37365.0,59.0,0,173,68,22.720438370810918,5.13a
622,37377.0,44.0,0,173,73,24.3910588392529,5.11a
623,37441.0,46.0,0,177,68,21.705129432793896,5.11b
624,37457.0,55.0,0,180,78,24.074074074074073,5.12c
625,37512.0,53.0,0,165,63,23.140495867768596,5.12b
626,37600.0,62.0,0,170,63,21.79930795847751,5.13b
628,37760.0,40.0,0,180,73,22.530864197530864,5.10c
629,37855.0,33.0,0,181,73,22.282592106468055,5.9
630,38007.0,62.0,0,176,68,21.952479338842977,5.13b
631,38023.0,70.0,0,170,68,23.529411764705884,5.14b
632,38099.0,70.0,0,179,63,19.66230766829999,5.14b
633,38177.0,49.0,0,175,73,23.836734693877553,5.11d
634,38211.0,51.0,0,178,73,23.04002019946976,5.12a
635,38221.0,51.0,0,188,78,22.068809416025353,5.12a
636,38232.0,66.0,0,188,73,20.654142145767317,5.13d
637,38316.0,57.0,0,183,73,21.798202394816204,5.12d
638,38395.0,75.0,0,170,53,18.339100346020764,5.14d
639,38575.0,44.0,0,193,88,23.624795296518027,5.11a
640,38586.0,46.0,0,172,63,21.29529475392104,5.11b
641,38600.0,46.0,0,175,68,22.20408163265306,5.11b
642,38763.0,55.0,0,172,63,21.29529475392104,5.12c
644,38953.0,66.0,0,180,78,24.074074074074073,5.13d
645,38961.0,51.0,0,170,63,21.79930795847751,5.12a
648,38983.0,59.0,0,180,68,20.98765432098765,5.13a
649,38985.0,55.0,0,185,68,19.86851716581446,5.12c
650,39007.0,36.0,0,173,58,19.37919743392696,5.10a
651,39050.0,59.0,0,177,68,21.705129432793896,5.13a
652,39066.0,46.0,0,187,83,23.735308416025617,5.11b
654,39134.0,46.0,0,180,68,20.98765432098765,5.11b
656,39162.0,53.0,0,190,58,16.066481994459835,5.12b
657,39165.0,57.0,0,175,63,20.571428571428573,5.12d
658,39184.0,53.0,0,188,83,23.48347668628339,5.12b
659,39241.0,66.0,0,170,63,21.79930795847751,5.13d
660,39289.0,49.0,0,186,73,21.10070528384784,5.11d
661,39447.0,36.0,0,180,63,19.444444444444443,5.10a
662,39581.0,64.0,0,175,73,23.836734693877553,5.13c
663,39588.0,36.0,0,185,88,25.712198685171657,5.10a
664,39678.0,46.0,0,180,98,30.24691358024691,5.11b
665,39802.0,57.0,0,178,63,19.883853048857468,5.12d
666,40008.0,51.0,0,172,63,21.29529475392104,5.12a
667,40110.0,62.0,0,183,68,20.305174833527424,5.13b
668,40224.0,55.0,0,174,73,24.111507464658473,5.12c
669,40250.0,68.0,0,178,68,21.461936624163616,5.14a
670,40312.0,68.0,0,167,68,24.38237297859371,5.14a
671,40449.0,51.0,0,177,68,21.705129432793896,5.12a
672,40494.0,68.0,0,170,63,21.79930795847751,5.14a
673,40521.0,49.0,0,170,63,21.79930795847751,5.11d
674,40567.0,66.0,0,175,63,20.571428571428573,5.13d
676,40611.0,40.0,0,73,78,146.3689247513605,5.10c
677,40752.0,53.0,0,178,68,21.461936624163616,5.12b
678,40771.0,51.0,0,176,68,21.952479338842977,5.12a
680,40969.0,62.0,0,181,78,23.808797045267237,5.13b
681,41034.0,49.0,0,188,73,20.654142145767317,5.11d
682,41089.0,42.0,0,183,73,21.798202394816204,5.10d
684,41256.0,46.0,0,180,73,22.530864197530864,5.11b
686,41277.0,49.0,0,182,78,23.54788069073783,5.11d
687,41382.0,38.0,0,172,63,21.29529475392104,5.10b
